baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000031995.9	1272.07779943817	6.00951005545411	0.180166613891416	33.3552922245404	6.10494069824892e-244	7.22106750355231e-241
ENSMUSG00000019102.10	4252.13080423328	3.75659110398424	0.117383022100635	32.0028487660134	9.95316968121082e-225	1.11187964416548e-221
ENSMUSG00000034282.3	1267.19137061125	6.84030045620683	0.216712040504645	31.5640074279132	1.15195186598531e-218	1.21912884848592e-215
ENSMUSG00000074796.10	890.962147770756	4.27569073332421	0.135830909289625	31.478039539641	1.73566455474532e-217	1.74503714334095e-214
ENSMUSG00000028435.8	1000.60191451766	6.25344077420934	0.200051634733659	31.2591335858611	1.67760951782983e-214	1.60635105640582e-211
ENSMUSG00000042793.13	993.596483876577	4.19102824021365	0.135045499387516	31.0341940991858	1.86439449828274e-211	1.70405657143043e-208
ENSMUSG00000049382.10	5899.38440276072	10.8668288278099	0.354156178987255	30.6837194225572	9.38593746077365e-207	8.20575784614072e-204
ENSMUSG00000063450.14	2006.16488735426	3.45582249755264	0.113620637148085	30.4154472664026	3.43232421443113e-203	2.87571563765755e-200
ENSMUSG00000022871.13	1099.8210296869	6.65650978831065	0.221665749510035	30.029491714548	4.04541813122595e-198	3.25381071130766e-195
ENSMUSG00000020788.15	2105.01080621481	8.81864108917769	0.298917866755051	29.5018868725039	2.72289867084118e-191	2.10584794127979e-188
ENSMUSG00000025432.11	1237.63464000221	6.45493176086067	0.218892632693014	29.4890315925497	3.98008919376681e-191	2.96413457438011e-188
ENSMUSG00000061126.5	1586.36311788539	8.1286056146101	0.276570517971701	29.3907162420032	7.2170229345731e-190	5.18285347029985e-187
ENSMUSG00000003153.10	1022.21678895265	4.75302743672978	0.169207924922107	28.0898630422764	1.3028507280709e-173	9.03369739312054e-171
ENSMUSG00000060716.7	840.095139931726	6.73486923444863	0.23987038407745	28.0771186503544	1.86435361411866e-173	1.24961408242327e-170
ENSMUSG00000040703.11	1371.20061576237	7.27379657590179	0.260997089642432	27.8692631625392	6.29362456955116e-171	4.08232912401725e-168
ENSMUSG00000048699.4	2458.70198351876	9.60292861636579	0.347625868270729	27.6243211247072	5.67995160106898e-168	3.56913958732172e-165
ENSMUSG00000038295.14	631.285065322775	5.23887179333704	0.191095557568986	27.4149324033647	1.82043534260612e-165	1.109251935428e-162
ENSMUSG00000012350.15	1200.71716412298	7.68151032064661	0.282766857161692	27.1655256834225	1.65997349694473e-162	9.81727855193076e-160
ENSMUSG00000024421.16	651.442758902235	5.80225342010323	0.215272133027485	26.9531097151456	5.24508461961588e-160	3.0133760437496e-157
ENSMUSG00000048373.8	879.028716907514	7.2296765629718	0.279659289429358	25.8517304314256	2.32650205878575e-147	1.29948064994622e-144
ENSMUSG00000024331.11	731.917226833879	5.56462696759372	0.22005230605603	25.2877466604546	4.35691175559268e-141	2.36780490760696e-138
ENSMUSG00000031297.14	803.324639833221	3.90830445387241	0.154643831303715	25.2729411895949	6.3384529322683e-141	3.35404240952766e-138
ENSMUSG00000043439.5	659.526663859316	5.17602347387693	0.205084330040276	25.23851272723	1.51425629954568e-140	7.8073501721191e-138
ENSMUSG00000018166.8	696.980616144935	6.81093368430853	0.270552133359806	25.1742006234736	7.6794022285137e-140	3.86043550027384e-137
ENSMUSG00000074227.12	750.578515745838	3.91036491034067	0.156137635151561	25.0443456924714	2.01192059124239e-138	9.86724371919562e-136
ENSMUSG00000115388.2	609.418326642107	6.5024966870487	0.260722281197347	24.940318323338	2.7197511664614e-137	1.30211324893347e-134
ENSMUSG00000020911.14	1699.52101122176	3.62481566738215	0.145373752653594	24.9344575703401	3.14850121001249e-137	1.47232703095189e-134
ENSMUSG00000018849.6	1056.25064161841	3.63311960620612	0.146177962774638	24.8540856449565	2.33581339124535e-136	1.06746671979912e-133
ENSMUSG00000074272.10	525.088709521609	4.94689481246922	0.1996854547078	24.7734359005168	1.73366607069153e-135	7.7467905221034e-133
ENSMUSG00000022123.9	552.670932932523	4.73712633698193	0.194187062594602	24.3946546885643	1.94883101545904e-131	8.33767958698943e-129
ENSMUSG00000022218.16	1164.84011584487	8.52448662761926	0.349433009281089	24.3951956489664	1.92323934611712e-131	8.33767958698943e-129
ENSMUSG00000030494.13	525.776954463157	5.76750228488591	0.236654547384164	24.3709759589933	3.47485130366552e-131	1.45567312529388e-128
ENSMUSG00000026479.13	663.22244591254	3.25900811788004	0.135238705649101	24.0981906935435	2.61130943724375e-128	1.0715961257979e-125
ENSMUSG00000035557.9	5638.94839930443	11.8801856666861	0.493675813113003	24.064751302626	5.85037267557553e-128	2.35278587520945e-125
ENSMUSG00000019866.15	1632.58282696157	2.94416177839714	0.122678115704736	23.9990789024117	2.84304924264578e-127	1.12094184649257e-124
ENSMUSG00000038807.19	1117.18649454612	2.96429917702462	0.124614574180627	23.7877406917742	4.47323481633937e-125	1.72976549397985e-122
ENSMUSG00000026639.18	426.218051032084	4.30170167486742	0.181534530282037	23.6963274600384	3.93416838717351e-124	1.49260864017519e-121
ENSMUSG00000029019.8	418.751966922948	5.45657300253482	0.230894734088617	23.6322973067051	1.79506309446826e-123	6.6842830932533e-121
ENSMUSG00000056413.16	486.367115126352	5.93782193616672	0.254390103965482	23.3414030011656	1.68508653888112e-120	6.16067638614938e-118
ENSMUSG00000015468.14	463.305037212559	5.99864939742013	0.258640455052851	23.1930051166759	5.35692623312738e-119	1.92351915528081e-116
ENSMUSG00000005968.14	900.30355604381	2.82740756453877	0.122169211657909	23.1433724272193	1.69526512016913e-118	5.9804194800633e-116
ENSMUSG00000063011.7	8462.68360261364	1.94803570909608	0.0841986979047549	23.136173807577	2.00315514219888e-118	6.94473165505777e-116
ENSMUSG00000046410.10	439.962291920596	4.26479287640208	0.185019377036051	23.0505201386073	1.45333883623198e-117	4.95317581677163e-115
ENSMUSG00000041607.17	437.950546867432	5.01677013956711	0.219178468900358	22.8889733774343	5.98330623045581e-116	2.00520536136676e-113
ENSMUSG00000024479.3	745.902810451162	7.4790709016804	0.330492589756952	22.6300713948854	2.19248509533849e-113	7.22729349132237e-111
ENSMUSG00000018920.11	363.46704244677	3.70241790555855	0.163960527011051	22.5811539707298	6.63925364806185e-113	2.15325987669722e-110
ENSMUSG00000021118.7	399.461875613412	5.28709037898268	0.235188526795448	22.480222360426	6.48139242734378e-112	2.06869585601633e-109
ENSMUSG00000030513.14	1227.63813208705	2.4735549687978	0.110100020885736	22.4664350551297	8.84093908727446e-112	2.77771254948305e-109
ENSMUSG00000042377.8	350.22973300309	4.34396643292796	0.193536519783789	22.4452027854013	1.42552164525663e-111	4.40990603735698e-109
ENSMUSG00000020435.17	376.581732500642	4.64757203362756	0.207621240028917	22.3848582783739	5.52809524604544e-111	1.68422635162851e-108
ENSMUSG00000084128.10	455.503537953501	4.29450783659774	0.192031002988681	22.3636171751437	8.89992108005628e-111	2.67103900116077e-108
ENSMUSG00000002799.6	445.821716188367	4.57608791972414	0.207286827839014	22.0761153394565	5.36248082097139e-108	1.58571712276607e-105
ENSMUSG00000026380.10	349.703760453515	4.88235228246192	0.221708860461373	22.0214576553314	1.79399696466778e-107	5.22807115442605e-105
ENSMUSG00000044017.16	438.263836649065	6.25975577689964	0.286324169472992	21.8624777238378	5.9145133013733e-106	1.69898619234306e-103
ENSMUSG00000068876.16	633.892989227572	7.56671765100049	0.346691346197128	21.8255163678013	1.32829067980906e-105	3.76186887177473e-103
ENSMUSG00000025813.14	498.501923155013	3.09680762300192	0.142030406343422	21.8038355499315	2.13366820196883e-105	5.95886113960963e-103
ENSMUSG00000024011.17	380.260871919874	5.167435743094	0.237081222607965	21.7960565845353	2.52888636313059e-105	6.96586945066164e-103
ENSMUSG00000037411.10	7312.6067784615	-2.1126965211692	0.0969609089034495	-21.7891575590834	2.94009543311358e-105	7.98911337419566e-103
ENSMUSG00000038732.15	746.6040777827	2.98814255411868	0.138107919236072	21.6362868302356	8.18339984668527e-104	2.1940240548953e-101
ENSMUSG00000026110.15	400.937200684607	3.48235300576203	0.161202496449895	21.602351591648	1.70700842998143e-103	4.51638493553508e-101
ENSMUSG00000056724.15	627.342340010141	3.20054576453189	0.148594291058115	21.5388205141755	6.74011978045865e-103	1.76013413695406e-100
ENSMUSG00000044041.4	962.33315515624	8.68925069769141	0.404122363844763	21.5015338795485	1.50626461498183e-102	3.88307293308393e-100
ENSMUSG00000063727.3	1654.60770370465	-2.421582288589	0.112930984545658	-21.4430282205674	5.30471362493087e-102	1.35021748822924e-99
ENSMUSG00000033987.16	751.910133581667	4.69047558417043	0.219325570000362	21.3859039972526	1.80751230916917e-101	4.54318218909671e-99
ENSMUSG00000003526.12	343.81176287463	4.92315071862487	0.230673469790756	21.3425094922735	4.57708821621245e-101	1.13624802285926e-98
ENSMUSG00000033644.5	531.946362248031	7.24116702337641	0.341590929970381	21.1983585864071	9.88855200713723e-100	2.42486589950629e-97
ENSMUSG00000022665.15	15843.651590561	-1.66576457001063	0.0786938580737104	-21.1676566734135	1.89760860699646e-99	4.59724263487769e-97
ENSMUSG00000003279.17	465.761974381565	6.63010260912509	0.313340855308767	21.1593939851596	2.261098539579e-99	5.41263921831601e-97
ENSMUSG00000044646.15	626.11455140404	3.28206126604464	0.156079286320774	21.0281667953001	3.62384893562175e-98	8.57274757617437e-96
ENSMUSG00000022055.7	421.84201297395	5.5758818873865	0.265462129932269	21.0044343756646	5.97407067391668e-98	1.3968210826874e-95
ENSMUSG00000023043.7	431.345766814826	6.15232321615321	0.293865507816392	20.9358466798941	2.52538392524492e-97	5.83682988147413e-95
ENSMUSG00000041439.15	887.368570989517	2.8497147487172	0.13615116245067	20.9305208815217	2.82393778235274e-97	6.45269783267602e-95
ENSMUSG00000000308.14	361.174706277104	6.06343212185089	0.292393974071646	20.7371993253362	1.5997275779812e-95	3.61430585820741e-93
ENSMUSG00000016028.11	379.498782282153	6.33171670538606	0.305616178943021	20.717871440198	2.39020935143451e-95	5.34025884873834e-93
ENSMUSG00000057963.9	694.720489292436	3.18856275427723	0.154413295922187	20.6495349719368	9.8563981166784e-95	2.17793904758428e-92
ENSMUSG00000017861.11	452.354450551534	3.31914262435236	0.161080951573975	20.6054321874804	2.45320000045418e-94	5.36184191403617e-92
ENSMUSG00000029832.16	323.813998291853	4.90322150336722	0.238212441016463	20.583398089726	3.86606645851794e-94	8.35901767181492e-92
ENSMUSG00000021678.9	343.249912800094	4.20986131911243	0.204707478174635	20.5652541697623	5.62046416119826e-94	1.20230099312101e-91
ENSMUSG00000028179.12	527.644874319191	3.04541441185466	0.148347863444584	20.528872753144	1.18901208640595e-93	2.51670052983693e-91
ENSMUSG00000024812.11	1849.15329670854	2.0501722968947	0.0998703332216961	20.5283414078899	1.20208352559536e-93	2.51786411798661e-91
ENSMUSG00000030353.15	644.884112636381	2.66392348551293	0.129791142656876	20.5246939889838	1.29576595411749e-93	2.68610946447366e-91
ENSMUSG00000025582.4	424.894564956199	3.10595300892674	0.151465016108015	20.5060751897439	1.90023413677059e-93	3.89897020634521e-91
ENSMUSG00000030093.7	368.91491706155	6.51658275942075	0.319227009542777	20.4136321947016	1.26523655578772e-92	2.56983602664439e-90
ENSMUSG00000041362.17	459.456982774031	3.38085333331899	0.165669761203845	20.4071842003749	1.44365734953352e-92	2.902906198442e-90
ENSMUSG00000071847.13	976.17308289829	2.16976670712858	0.107313999014199	20.2188598604129	6.68093447170338e-91	1.33010129066348e-88
ENSMUSG00000053030.11	715.51814645664	8.16013512618655	0.403788485731229	20.2089346639224	8.16921977061005e-91	1.61045756026889e-88
ENSMUSG00000022865.14	1017.89691957871	3.41245070649	0.16920595099082	20.1674390676433	1.89184896464247e-90	3.69332999815832e-88
ENSMUSG00000039457.4	325.366068744433	3.87493952845891	0.192375664056212	20.1425660957129	3.12707334788452e-90	6.04607604608287e-88
ENSMUSG00000102752.1	291.65252968245	4.09679818475588	0.203396996837222	20.1418813869437	3.17060658048464e-90	6.07186258289381e-88
ENSMUSG00000029154.13	732.126853349502	8.29205666367707	0.412293476099472	20.1120249151759	5.79108057007631e-90	1.09855705757636e-87
ENSMUSG00000028128.13	1790.7214802991	-2.08943708208781	0.1039480936635	-20.100773457681	7.26524527760804e-90	1.3653229162817e-87
ENSMUSG00000022346.16	4842.31096231102	2.52479511271055	0.125917530671789	20.051180318105	1.97112777630423e-89	3.66994790054865e-87
ENSMUSG00000022102.13	303.629955600705	5.63762222195921	0.281447286947293	20.0308280925621	2.96683410441082e-89	5.47312845610025e-87
ENSMUSG00000021182.16	302.523854143939	4.03017998838206	0.201603890724505	19.9905863616956	6.65096535498551e-89	1.21579646689135e-86
ENSMUSG00000028434.12	984.575011480394	2.52765219484951	0.126712755442469	19.947890692008	1.56346484185369e-88	2.83226585945893e-86
ENSMUSG00000042216.13	360.201997696794	3.34077877736041	0.167538556560081	19.940357885096	1.81759730723818e-88	3.26323630838798e-86
ENSMUSG00000019996.17	303.588516924698	4.80511720958091	0.241070998203546	19.9323736384239	2.13206464313281e-88	3.79394299505438e-86
ENSMUSG00000029449.11	351.101090583461	3.8416744309506	0.193267402631265	19.8775084605454	6.37205215895549e-88	1.12394056852875e-85
ENSMUSG00000085925.3	338.05940978646	3.27191757201823	0.165109868268509	19.8166082156718	2.14058742994085e-87	3.74286365576092e-85
ENSMUSG00000024965.9	348.98172423606	5.42022311247713	0.273713740055443	19.8025247522438	2.83141039679979e-87	4.90810347059053e-85
ENSMUSG00000031075.19	2030.19647550231	1.8382097907757	0.0937435355380661	19.6089232204099	1.2974981025888e-85	2.22992238007313e-83
ENSMUSG00000028954.11	2684.50301862772	1.81336930395159	0.0928450415014613	19.5311378467427	5.96944671159102e-85	1.01723419048027e-82
ENSMUSG00000092586.8	2363.34689446817	10.9876472335719	0.563409993204052	19.5020453419478	1.05478675182342e-84	1.78232369795506e-82
ENSMUSG00000026638.15	451.512115652809	7.31023462900152	0.379907071941833	19.2421651738054	1.64203973551011e-82	2.75151125013643e-80
ENSMUSG00000027456.8	288.329412014444	5.87955121754794	0.305820584836301	19.2254920338183	2.26480750373521e-82	3.76369828802542e-80
ENSMUSG00000044737.6	429.38251067393	7.15537316734354	0.372407747513366	19.2138139314267	2.83642146448978e-82	4.67498055802955e-80
ENSMUSG00000025481.12	243.770183036785	4.57712395668407	0.239222116931499	19.1333644873427	1.33193935317788e-81	2.17745012306511e-79
ENSMUSG00000002384.2	247.538329259163	4.43095469838708	0.232101302932427	19.090606741131	3.02238606749724e-81	4.90114024558342e-79
ENSMUSG00000040152.8	93737.2239352442	-1.87260900477989	0.0981248015806445	-19.083952014322	3.43292956360399e-81	5.52234781319593e-79
ENSMUSG00000006310.10	295.568810841114	5.63962388914839	0.295786497255203	19.066535969296	4.79003334356219e-81	7.64428495812289e-79
ENSMUSG00000030168.13	2442.9549221936	2.07841274873341	0.109205187684349	19.032179631804	9.23312236453634e-81	1.46188680713462e-78
ENSMUSG00000027377.2	378.071933854935	7.05251755399554	0.370813614962611	19.0190361664758	1.18644526619781e-80	1.86383136036762e-78
ENSMUSG00000052180.15	292.04907955386	4.69981311827494	0.247501966095885	18.9889930670457	2.10322822053078e-80	3.27842736887077e-78
ENSMUSG00000033491.13	657.725884900306	2.68504152466654	0.141697639279905	18.9490914479005	4.49273160758168e-80	6.94921901271172e-78
ENSMUSG00000025085.16	1460.71532535585	2.09037532277629	0.110379118446888	18.9381411284067	5.53158511538067e-80	8.49077202290645e-78
ENSMUSG00000034382.14	236.020316127389	4.14740900044997	0.219791658041569	18.8697288941948	2.02333819543801e-79	3.08221851771724e-77
ENSMUSG00000042367.12	551.453970347507	3.15874712731958	0.167604159649916	18.8464721515112	3.14103737741105e-79	4.74887064548733e-77
ENSMUSG00000003283.15	351.127929622616	3.50776918753543	0.187071975311515	18.7509068725781	1.9031783166957e-78	2.85590370090427e-76
ENSMUSG00000098678.1	270.808153713485	5.94901155777852	0.318803739710925	18.6604196148163	1.03912034913434e-77	1.54775051706617e-75
ENSMUSG00000035852.11	755.126174703286	8.82530611026305	0.47299738514895	18.6582556000471	1.08206249479167e-77	1.59986122391698e-75
ENSMUSG00000036473.16	1493.57232919081	1.85073325077016	0.0993954345559052	18.6199020009235	2.21619267830388e-77	3.25278849454995e-75
ENSMUSG00000027544.16	366.337687002307	7.09613521359138	0.382728085295512	18.5409315026158	9.65350842949016e-77	1.4066141123202e-74
ENSMUSG00000031298.15	1967.55470258852	-1.95196584933575	0.105477942535187	-18.5059150986434	1.85009968484374e-76	2.67638881027612e-74
ENSMUSG00000026450.14	354.23691097089	7.04761281733432	0.381760186501112	18.4608376319352	4.26673135645503e-76	6.12824529397127e-74
ENSMUSG00000028111.4	1432.82971643427	-1.72441893941228	0.0936674582563155	-18.4100110274532	1.0920033995186e-75	1.55730527358297e-73
ENSMUSG00000023092.16	1690.77992558806	-1.72116839930178	0.0935999943765078	-18.3885523793767	1.62254708195403e-75	2.29761807915012e-73
ENSMUSG00000047501.3	1465.31094673592	10.2982822876388	0.560684681239784	18.3673330701087	2.39914472018716e-75	3.37356657577087e-73
ENSMUSG00000087166.9	1521.61176567075	10.3511141713731	0.563639594982189	18.3647746956106	2.5149125617971e-75	3.51179595782056e-73
ENSMUSG00000020782.18	792.437470233774	3.31654443752879	0.180726212143439	18.3512087051131	3.22849803604898e-75	4.47714748337054e-73
ENSMUSG00000033361.13	581.554295101117	2.41385027608752	0.132200991015309	18.2589423691083	1.75660861029354e-74	2.41930725587551e-72
ENSMUSG00000006342.15	314.47926330079	3.44881624489636	0.188993512138017	18.2483314156191	2.13326012450773e-74	2.9180676587484e-72
ENSMUSG00000039621.13	359.960860957084	3.67954196227012	0.202468240711619	18.1734278390406	8.37959924042041e-74	1.13849311842144e-71
ENSMUSG00000014846.12	534.473138266622	3.64941067807748	0.200898008614825	18.1654895598013	9.68393785250315e-74	1.30687665998747e-71
ENSMUSG00000031803.8	247.898080414719	5.6087257332354	0.309856182367508	18.1010612419639	3.12586710076985e-73	4.19032904415201e-71
ENSMUSG00000000120.6	240.804165631987	5.29589996338176	0.29282486764613	18.0855540239898	4.14184149168504e-73	5.51550653740415e-71
ENSMUSG00000051375.15	328.552355062886	2.84337689043627	0.157863039951849	18.0116694275212	1.57796917573285e-72	2.08748711747606e-70
ENSMUSG00000028581.17	347.494898988406	7.11307602253368	0.395184080242281	17.9993992120653	1.96943717212211e-72	2.58832958542689e-70
ENSMUSG00000024529.14	35328.1678451143	-1.57646640236458	0.0879577791055366	-17.9229900799684	7.80196209030147e-72	1.01871333579079e-69
ENSMUSG00000027220.2	951.097804831588	-2.22323096647999	0.124088038298133	-17.9165614749946	8.75767934654599e-72	1.13612526645385e-69
ENSMUSG00000051076.8	213.858031538754	4.72070942689459	0.263643327115553	17.9056662595732	1.06512894314883e-71	1.3729238967203e-69
ENSMUSG00000020173.17	704.985315876556	2.18485944655241	0.122055630521505	17.9005215672329	1.1682271846419e-71	1.49622370883944e-69
ENSMUSG00000021895.10	527.850645719192	2.53548786034467	0.141788040054007	17.8822406980088	1.62185872840467e-71	2.06407185511146e-69
ENSMUSG00000073722.3	562.589176569115	8.2588049259269	0.462066500851837	17.8736283861771	1.89273327614589e-71	2.39365287526676e-69
ENSMUSG00000026981.15	4900.71690005775	-1.67998999613757	0.0940151656776743	-17.8693510140409	2.04357932003242e-71	2.56826831045074e-69
ENSMUSG00000042306.11	674.286552526765	8.6603027889584	0.486262174101432	17.8099454372774	5.91674699362354e-71	7.38968624520385e-69
ENSMUSG00000011179.8	2561.67896993125	1.53332887763963	0.0861161925542794	17.8053491702292	6.42304310730705e-71	7.97250313590927e-69
ENSMUSG00000000889.8	230.113871977143	5.19120462877366	0.292592300128711	17.7421095035312	1.98346934025205e-70	2.44684671741032e-68
ENSMUSG00000026249.10	14421.8232611962	-1.90637341925443	0.107544774485748	-17.7263230907333	2.62660399907435e-70	3.22047275691385e-68
ENSMUSG00000030091.17	509.795822157177	8.1186742022776	0.458114218335979	17.7219433000078	2.83932205604725e-70	3.46018714563625e-68
ENSMUSG00000002228.7	239.427164748976	3.85878167102082	0.218328873175281	17.6741702318175	6.63088419399108e-70	8.03215779354052e-68
ENSMUSG00000025357.8	848.94281153024	2.07371315819974	0.117679223576583	17.6217440528082	1.6775257093653e-69	2.01986149484536e-67
ENSMUSG00000044641.7	280.87841450366	3.0268048111098	0.171866556506306	17.6113658912969	2.01522881721863e-69	2.41203696765668e-67
ENSMUSG00000044393.15	315.970620374672	6.97244637058707	0.398038204015644	17.5170280145094	1.06231817428137e-68	1.26397005020414e-66
ENSMUSG00000018411.17	222.618517036054	5.18102236307977	0.296361394257193	17.4821095577094	1.9610773291847e-68	2.31960840795564e-66
ENSMUSG00000023039.17	500.664450214585	3.38305029302402	0.193838301906936	17.45295052496	3.26901534372377e-68	3.84405617143845e-66
ENSMUSG00000024222.17	762.807680029817	2.1086238702805	0.120824528766894	17.4519519488353	3.32667487749296e-68	3.88911502538538e-66
ENSMUSG00000036553.16	213.613324080703	3.4632833139383	0.198524447898571	17.4451225055553	3.74913797449218e-68	4.35766857751958e-66
ENSMUSG00000028392.15	269.26394074901	6.4783613394169	0.371430708565517	17.4416417114154	3.9846162932326e-68	4.60475082898398e-66
ENSMUSG00000038028.9	837.476185759905	2.38064717794485	0.136598215601782	17.4280986574893	5.04972687657908e-68	5.80228045910012e-66
ENSMUSG00000041649.13	472.853274555492	3.30467848466191	0.189630659046337	17.4269208432925	5.15479666317909e-68	5.88935518768211e-66
ENSMUSG00000037465.10	1633.62017198019	1.81781909584747	0.104444776132821	17.4045956452219	7.61417395432008e-68	8.65004575556317e-66
ENSMUSG00000078670.3	299.484820258915	2.77805544042047	0.159644907010115	17.4014661190818	8.0418037298963e-68	9.08452749442443e-66
ENSMUSG00000050296.14	288.471396328104	6.65674016356686	0.382713251220976	17.3935450166143	9.23419247348569e-68	1.03732481707738e-65
ENSMUSG00000054423.14	202.529523881086	4.24763342534282	0.245496721736254	17.3022001894844	4.52762519593008e-67	5.05786041332011e-65
ENSMUSG00000092035.8	1371.61924931414	1.63336606103711	0.0944836022624947	17.2872966517437	5.86385107810342e-67	6.5143821811328e-65
ENSMUSG00000022596.3	1256.09232823558	2.36848657734624	0.137519908094162	17.2228632942693	1.78913759015555e-66	1.97670212433229e-64
ENSMUSG00000032420.8	1357.39212732792	2.44589448365897	0.142036030508254	17.2202396455795	1.87211413897212e-66	2.0570749238498e-64
ENSMUSG00000049044.16	223.954814734128	5.5058274055385	0.319771095818091	17.2180271373577	1.94506123696099e-66	2.12561366047889e-64
ENSMUSG00000041605.16	270.766288034528	2.97677177479828	0.173689207206846	17.1384959530228	7.66067310183118e-66	8.28390832617767e-64
ENSMUSG00000052397.8	2218.2356718365	1.9118339931488	0.111552126720709	17.1384808999243	7.66265639879175e-66	8.28390832617767e-64
ENSMUSG00000092060.4	274.304882595437	4.31421050088363	0.251885889986286	17.1276386347743	9.23267180190053e-66	9.92783767874952e-64
ENSMUSG00000014602.15	2159.07523342923	-1.76804803098846	0.10339183236381	-17.1004613281941	1.47234227158542e-65	1.5747797019702e-63
ENSMUSG00000038235.4	1182.37638574554	2.21707096808509	0.129690203505965	17.0951306124145	1.61334180976042e-65	1.71645910638426e-63
ENSMUSG00000035773.6	203.493418701969	4.55930316360917	0.267578255339541	17.0391392896395	4.20880034844024e-65	4.45423986349666e-63
ENSMUSG00000026202.13	1810.8281997707	2.18154596443519	0.128697709344962	16.9509307938634	1.89430869465614e-64	1.99428058807045e-62
ENSMUSG00000041235.12	258.328006028954	2.95772641682412	0.174795396736263	16.9210772826405	3.14622649450528e-64	3.29501678914126e-62
ENSMUSG00000028766.10	185.315712025544	4.67856761432954	0.276527658313401	16.9189861255293	3.25994062824723e-64	3.39641897164743e-62
ENSMUSG00000074743.4	2624.36174006829	-1.55685433927107	0.0921945297547887	-16.8866237878957	5.64417874794853e-64	5.85016217854377e-62
ENSMUSG00000030411.16	265.128346085848	3.43755788207571	0.203643243997919	16.8802942567092	6.28308683755361e-64	6.47899026305272e-62
ENSMUSG00000035834.11	552.64320780933	2.84889924992112	0.168808019658087	16.8765634221137	6.69292860474803e-64	6.86639838695272e-62
ENSMUSG00000029168.14	536.57963973434	8.48357090695511	0.50303599556458	16.8647392666873	8.1762104348114e-64	8.34554514838516e-62
ENSMUSG00000001021.13	202.405396115238	5.76682018854266	0.342425121673467	16.8411130595781	1.21921426392732e-63	1.23817981914397e-61
ENSMUSG00000034730.17	368.908600275052	7.41067469048555	0.440083441484431	16.8392490876022	1.25823022425238e-63	1.27138157534005e-61
ENSMUSG00000032561.15	197.101691117358	4.83733370078599	0.287895575129426	16.8023898894984	2.34405920628603e-63	2.35671712599998e-61
ENSMUSG00000029246.14	914.495017466179	2.06111255643883	0.122704890620656	16.7973138316938	2.55349036544597e-63	2.55450668001928e-61
ENSMUSG00000021696.9	310.378393375375	3.56098456757645	0.212054604444613	16.7927717339736	2.75664532337427e-63	2.7440903050698e-61
ENSMUSG00000028518.8	722.838210385535	2.60360085224049	0.15509863754663	16.7867422527017	3.05141255468422e-63	3.0225519039207e-61
ENSMUSG00000003469.9	246.039469197634	6.51894479900141	0.389651658153544	16.7301862127136	7.89909464598497e-63	7.78602917360127e-61
ENSMUSG00000049493.13	201.08645187014	4.75728164278565	0.285457803742285	16.665446102432	2.33738166677615e-62	2.29268636856267e-60
ENSMUSG00000025558.19	2159.61754628272	1.87386633736872	0.112607508112808	16.6406873642166	3.53536476540597e-62	3.45092789819336e-60
ENSMUSG00000078695.8	447.700315720536	2.48099630533826	0.149105396084777	16.6392120639795	3.62354719289319e-62	3.51991724418823e-60
ENSMUSG00000049969.3	533.862950917585	2.16792777221162	0.130333010782871	16.6337580877595	3.96899904251789e-62	3.8369534974495e-60
